cust_id,pred_prob
2140,0.013
2141,0.038
2142,0.055
2143,0.003
2144,0.014
2145,0.007
2146,0.008
2147,0.005
2148,0.002
2149,0.056
2150,0.003
2151,0.003
2152,0.124
2153,0.008
2154,0.004
2155,0.006
2156,0.044
2157,0.004
2158,0.044
2159,0.003
2160,0.068
2161,0.009
2162,0.042
2163,0.009
2164,0.027
2165,0.022
2166,0.003
2167,0.003
2168,0.033
2169,0.033
2170,0.009
2171,0.021
2172,0.03
2173,0.065
2174,0.008
2175,0.029
2176,0.003
2177,0.034
2178,0.007
2179,0.017
2180,0.033
2181,0.007
2182,0.008
2183,0.009
2184,0.067
2185,0.02
2186,0.078
2187,0.054
2188,0.094
2189,0.01
2190,0.034
2191,0.037
2192,0.12
2193,0.078
2194,0.027
2195,0.011
2196,0.005
2197,0.02
2198,0.013
2199,0.019
2200,0.002
2201,0.032
2202,0.024
2203,0.077
2204,0.02
2205,0.048
2206,0.028
2207,0.008
2208,0.066
2209,0.024
2210,0.045
2211,0.251
2212,0.042
2213,0.006
2214,0.229
2215,0.021
2216,0.002
2217,0.011
2218,0.047
2219,0.001
2220,0.009
2221,0.01
2222,0.001
2223,0.03
2224,0.017
2225,0.062
2226,0.022
2227,0.003
2228,0.015
2229,0.033
2230,0.044
2231,0.058
2232,0.038
2233,0.024
2234,0.006
2235,0.019
2236,0.036
2237,0.003
2238,0.037
2239,0.027
2240,0.043
2241,0.014
2242,0.98
2243,0.019
2244,0.065
2245,0.023
2246,0.018
2247,0.018
2248,0.029
2249,0.003
2250,0.03
2251,0.05
2252,0.028
2253,0.045
2254,0.063
2255,0.001
2256,0.013
2257,0.009
2258,0.034
2259,0.022
2260,0.042
2261,0.015
2262,0.006
2263,0.031
2264,0.002
2265,0.004
2266,0.246
2267,0.014
2268,0.03
2269,0.016
2270,0.002
2271,0.001
2272,0.002
2273,0.066
2274,0.002
2275,0.019
2276,0.025
2277,0.056
2278,0.03
2279,0.004
2280,0.04
2281,0.027
2282,0.014
2283,0.026
2284,0.078
2285,0.006
2286,0.015
2287,0.051
2288,0.036
2289,0.016
2290,0.004
2291,0.004
2292,0.007
2293,0.031
2294,0.002
2295,0.074
2296,0.098
2297,0.086
2298,0.059
2299,0.001
2300,0.016
2301,0.005
2302,0.023
2303,0.01
2304,0.013
2305,0.036
2306,0.094
2307,0.038
2308,0.016
2309,0.002
2310,0.062
2311,0.045
2312,0.041
2313,0.014
2314,0.005
2315,0.003
2316,0.035
2317,0.073
2318,0.022
2319,0.049
2320,0.018
2321,0.039
2322,0.026
2323,0.016
2324,0.013
2325,0.002
2326,0.018
2327,0.039
2328,0.003
2329,0.007
2330,0.045
2331,0.007
2332,0.002
2333,0.02
2334,0.04
2335,0.039
2336,0.036
2337,0.017
2338,0.035
2339,0.022
2340,0.001
2341,0.041
2342,0.017
2343,0.049
2344,0.004
2345,0.016
2346,0.137
2347,0.004
2348,0.003
2349,0.011
2350,0.039
2351,0.031
2352,0.052
2353,0.041
2354,0.046
2355,0.026
2356,0.018
2357,0.003
2358,0.084
2359,0.001
2360,0.01
2361,0.056
2362,0.007
2363,0.002
2364,0.006
2365,0.018
2366,0.013
2367,0.004
2368,0.005
2369,0.037
2370,0.028
2371,0.009
2372,0.002
2373,0.011
2374,0.003
2375,0.033
2376,0.001
2377,0.022
2378,0.022
2379,0.001
2380,0.09
2381,0.023
2382,0.035
2383,0.023
2384,0.054
2385,0.029
2386,0.026
2387,0.012
2388,0.018
2389,0.026
2390,0.047
2391,0.075
2392,0.006
2393,0.001
2394,0.052
2395,0.036
2396,0.1
2397,0.005
2398,0.002
2399,0.012
2400,0.035
2401,0.001
2402,0.008
2403,0.042
2404,0.014
2405,0.01
2406,0.015
2407,0.094
2408,0.004
2409,0.013
2410,0.005
2411,0.053
2412,0.047
2413,0.028
2414,0.005
2415,0.032
2416,0.021
2417,0.041
2418,0.012
2419,0.028
2420,0.093
2421,0.007
2422,0.016
2423,0.028
2424,0.018
2425,0.009
2426,0.03
2427,0.089
2428,0.036
2429,0.027
2430,0.002
2431,0.22
2432,0.016
2433,0.002
2434,0.024
2435,0.003
2436,0.042
2437,0.005
2438,0.027
2439,0.022
2440,0.03
2441,0.031
2442,0.014
2443,0.034
2444,0.011
2445,0.005
2446,0.016
2447,0.052
2448,0.077
2449,0.035
2450,0.009
2451,0.025
2452,0.052
2453,0.03
2454,0.035
2455,0.02
2456,0.009
2457,0.018
2458,0.038
2459,0.046
2460,0.012
2461,0.028
2462,0.059
2463,0.022
2464,0.028
2465,0.015
2466,0.064
2467,0.012
2468,0.052
2469,0.007
2470,0.109
2471,0.066
2472,0.022
2473,0.053
2474,0.043
2475,0.002
2476,0.028
2477,0.027
2478,0.008
2479,0.035
2480,0.039
2481,0.068
2482,0.021
2483,0.046
2484,0.044
2485,0.013
2486,0.025
2487,0.006
2488,0.01
2489,0.004
2490,0.013
2491,0.093
2492,0.057
2493,0.018
2494,0.003
2495,0.002
2496,0.056
2497,0.013
2498,0.025
2499,0.029
2500,0.042
2501,0.033
2502,0.007
2503,0.011
2504,0.037
2505,0.049
2506,0.0
2507,0.006
2508,0.144
2509,0.016
2510,0.005
2511,0.008
2512,0.024
2513,0.026
2514,0.007
2515,0.23
2516,0.052
2517,0.053
2518,0.011
2519,0.002
2520,0.041
2521,0.004
2522,0.004
2523,0.013
2524,0.007
2525,0.005
2526,0.043
2527,0.045
2528,0.011
2529,0.059
2530,0.029
2531,0.03
2532,0.008
2533,0.031
2534,0.001
2535,0.047
2536,0.093
2537,0.052
2538,0.005
2539,0.002
2540,0.028
2541,0.008
2542,0.052
2543,0.047
2544,0.006
2545,0.091
2546,0.039
2547,0.027
2548,0.031
2549,0.024
2550,0.031
2551,0.025
2552,0.122
2553,0.032
2554,0.097
2555,0.023
2556,0.04
2557,0.008
2558,0.011
2559,0.049
2560,0.086
2561,0.009
2562,0.007
2563,0.022
2564,0.035
2565,0.005
2566,0.04
2567,0.089
2568,0.116
2569,0.121
2570,0.109
2571,0.032
2572,0.015
2573,0.001
2574,0.002
2575,0.062
2576,0.058
2577,0.051
2578,0.009
2579,0.006
2580,0.087
2581,0.031
2582,0.011
2583,0.019
2584,0.109
2585,0.02
2586,0.105
2587,0.009
2588,0.01
2589,0.012
2590,0.003
2591,0.055
2592,0.006
2593,0.002
2594,0.004
2595,0.03
2596,0.056
2597,0.009
2598,0.038
2599,0.002
2600,0.075
2601,0.014
2602,0.016
2603,0.013
2604,0.036
2605,0.05
2606,0.011
2607,0.015
2608,0.025
2609,0.007
2610,0.009
2611,0.027
2612,0.006
2613,0.062
2614,0.046
2615,0.023
2616,0.077
2617,0.001
2618,0.006
2619,0.022
2620,0.012
2621,0.026
2622,0.002
2623,0.041
2624,0.024
2625,0.034
2626,0.032
2627,0.042
2628,0.049
2629,0.006
2630,0.077
2631,0.026
2632,0.022
2633,0.03
2634,0.018
2635,0.044
2636,0.012
2637,0.01
2638,0.086
2639,0.005
2640,0.039
2641,0.012
2642,0.028
2643,0.0
2644,0.061
2645,0.042
2646,0.058
2647,0.031
2648,0.0
2649,0.012
2650,0.004
2651,0.008
2652,0.039
2653,0.032
2654,0.012
2655,0.025
2656,0.001
2657,0.022
2658,0.001
2659,0.002
2660,0.085
2661,0.026
2662,0.016
2663,0.001
2664,0.007
2665,0.082
2666,0.017
2667,0.033
2668,0.054
2669,0.021
2670,0.03
2671,0.003
2672,0.058
2673,0.032
2674,0.01
2675,0.005
2676,0.017
2677,0.013
2678,0.056
2679,0.003
2680,0.007
2681,0.072
2682,0.043
2683,0.01
2684,0.008
2685,0.056
2686,0.034
2687,0.012
2688,0.022
2689,0.046
2690,0.007
2691,0.001
2692,0.02
2693,0.004
2694,0.041
2695,0.06
2696,0.001
2697,0.029
2698,0.004
2699,0.026
2700,0.076
2701,0.01
2702,0.003
2703,0.005
2704,0.011
2705,0.002
2706,0.005
2707,0.086
2708,0.064
2709,0.003
2710,0.019
2711,0.014
2712,0.016
2713,0.018
2714,0.002
2715,0.005
2716,0.013
2717,0.012
2718,0.023
2719,0.057
2720,0.007
2721,0.021
2722,0.211
2723,0.069
2724,0.097
2725,0.048
2726,0.041
2727,0.019
2728,0.003
2729,0.029
2730,0.054
2731,0.073
2732,0.017
2733,0.004
2734,0.009
2735,0.031
2736,0.001
2737,0.034
2738,0.007
2739,0.015
2740,0.025
2741,0.02
2742,0.059
2743,0.003
2744,0.005
2745,0.027
2746,0.006
2747,0.041
2748,0.003
2749,0.086
2750,0.026
2751,0.067
2752,0.039
2753,0.021
2754,0.01
2755,0.01
2756,0.01
2757,0.016
2758,0.041
2759,0.168
2760,0.012
2761,0.015
2762,0.004
2763,0.001
2764,0.001
2765,0.004
2766,0.004
2767,0.029
2768,0.053
2769,0.004
2770,0.007
2771,0.022
2772,0.038
2773,0.008
2774,0.011
2775,0.002
2776,0.052
2777,0.007
2778,0.003
2779,0.005
2780,0.043
2781,0.015
2782,0.01
2783,0.013
2784,0.018
2785,0.003
2786,0.013
2787,0.036
2788,0.016
2789,0.006
2790,0.005
2791,0.02
2792,0.018
2793,0.025
2794,0.003
2795,0.049
2796,0.088
2797,0.001
2798,0.024
2799,0.049
2800,0.004
2801,0.003
2802,0.0
2803,0.012
2804,0.031
2805,0.004
2806,0.007
2807,0.009
2808,0.01
2809,0.002
2810,0.003
2811,0.016
2812,0.003
2813,0.015
2814,0.002
2815,0.057
2816,0.032
2817,0.04
2818,0.233
2819,0.035
2820,0.028
2821,0.035
2822,0.025
2823,0.021
2824,0.031
2825,0.016
2826,0.031
2827,0.025
2828,0.007
2829,0.051
2830,0.006
2831,0.034
2832,0.161
2833,0.002
2834,0.023
2835,0.013
2836,0.031
2837,0.005
2838,0.049
2839,0.012
2840,0.0
2841,0.082
2842,0.019
2843,0.038
2844,0.026
2845,0.002
2846,0.007
2847,0.026
2848,0.001
2849,0.014
2850,0.004
2851,0.015
2852,0.029
2853,0.006
2854,0.022
2855,0.025
2856,0.043
2857,0.012
2858,0.046
2859,0.004
2860,0.074
2861,0.009
2862,0.005
2863,0.033
2864,0.072
2865,0.024
2866,0.002
2867,0.013
2868,0.015
2869,0.047
2870,0.001
2871,0.016
2872,0.008
2873,0.02
2874,0.004
2875,0.002
2876,0.051
2877,0.041
2878,0.003
2879,0.013
2880,0.03
2881,0.077
2882,0.045
2883,0.013
2884,0.01
2885,0.073
2886,0.013
2887,0.019
2888,0.007
2889,0.052
2890,0.007
2891,0.039
2892,0.054
2893,0.047
2894,0.034
2895,0.004
2896,0.02
2897,0.058
2898,0.009
2899,0.092
2900,0.053
2901,0.047
2902,0.046
2903,0.034
2904,0.002
2905,0.044
2906,0.019
2907,0.017
2908,0.016
2909,0.077
2910,0.016
2911,0.014
2912,0.044
2913,0.006
2914,0.046
2915,0.17
2916,0.023
2917,0.046
2918,0.008
2919,0.006
2920,0.025
2921,0.009
2922,0.011
2923,0.012
2924,0.009
2925,0.002
2926,0.054
2927,0.015
2928,0.004
2929,0.009
2930,0.014
2931,0.004
2932,0.007
2933,0.046
2934,0.003
2935,0.038
2936,0.005
2937,0.059
2938,0.022
2939,0.06
2940,0.062
2941,0.006
2942,0.071
2943,0.009
2944,0.035
2945,0.001
2946,0.028
2947,0.047
2948,0.1
2949,0.015
2950,0.013
2951,0.004
2952,0.019
2953,0.016
2954,0.01
2955,0.105
2956,0.006
2957,0.031
2958,0.006
2959,0.059
2960,0.069
2961,0.004
2962,0.0
2963,0.029
2964,0.091
2965,0.009
2966,0.016
2967,0.013
2968,0.014
2969,0.006
2970,0.022
2971,0.004
2972,0.001
2973,0.01
2974,0.008
2975,0.018
2976,0.063
2977,0.002
2978,0.001
2979,0.044
2980,0.004
2981,0.003
2982,0.031
2983,0.004
2984,0.003
2985,0.001
2986,0.001
2987,0.002
2988,0.02
2989,0.009
2990,0.056
2991,0.012
2992,0.002
2993,0.055
2994,0.011
2995,0.01
2996,0.044
2997,0.024
2998,0.002
2999,0.034
3000,0.003
3001,0.008
3002,0.003
3003,0.028
3004,0.017
3005,0.052
3006,0.008
3007,0.028
3008,0.006
3009,0.03
3010,0.016
3011,0.002
3012,0.028
3013,0.019
3014,0.005
3015,0.024
3016,0.011
3017,0.054
3018,0.029
3019,0.091
3020,0.08
3021,0.003
3022,0.087
3023,0.033
3024,0.025
3025,0.007
3026,0.001
3027,0.008
3028,0.014
3029,0.008
3030,0.005
3031,0.012
3032,0.037
3033,0.006
3034,0.023
3035,0.013
3036,0.01
3037,0.042
3038,0.011
3039,0.078
3040,0.041
3041,0.142
3042,0.015
3043,0.01
3044,0.021
3045,0.122
3046,0.036
3047,0.008
3048,0.012
3049,0.001
3050,0.05
3051,0.005
3052,0.025
3053,0.046
3054,0.03
3055,0.038
3056,0.044
3057,0.011
3058,0.003
3059,0.105
3060,0.002
3061,0.001
3062,0.012
3063,0.01
3064,0.07
3065,0.017
3066,0.015
3067,0.002
3068,0.002
3069,0.047
3070,0.014
3071,0.001
3072,0.04
3073,0.078
3074,0.022
3075,0.003
3076,0.004
3077,0.006
3078,0.056
3079,0.005
3080,0.002
3081,0.036
3082,0.035
3083,0.021
3084,0.007
3085,0.039
3086,0.038
3087,0.012
3088,0.032
3089,0.047
3090,0.092
3091,0.004
3092,0.024
3093,0.003
3094,0.019
3095,0.047
3096,0.056
3097,0.096
3098,0.012
3099,0.06
3100,0.044
3101,0.003
3102,0.009
3103,0.006
3104,0.018
3105,0.012
3106,0.041
3107,0.06
3108,0.02
3109,0.023
3110,0.006
3111,0.072
3112,0.051
3113,0.104
3114,0.008
3115,0.001
3116,0.004
3117,0.025
3118,0.155
3119,0.052
3120,0.002
3121,0.011
3122,0.09
3123,0.081
3124,0.002
3125,0.055
3126,0.027
3127,0.006
3128,0.025
3129,0.0
3130,0.016
3131,0.007
3132,0.022
3133,0.056
3134,0.078
3135,0.048
3136,0.015
3137,0.032
3138,0.014
3139,0.003
3140,0.06
3141,0.069
3142,0.064
3143,0.015
3144,0.004
3145,0.173
3146,0.007
3147,0.003
3148,0.004
3149,0.051
3150,0.018
3151,0.07
3152,0.072
3153,0.028
3154,0.004
3155,0.015
3156,0.063
3157,0.009
3158,0.006
3159,0.004
3160,0.006
3161,0.005
3162,0.078
3163,0.002
3164,0.003
3165,0.006
3166,0.007
3167,0.009
3168,0.019
3169,0.048
3170,0.005
3171,0.025
3172,0.011
3173,0.053
3174,0.007
3175,0.039
3176,0.126
3177,0.017
3178,0.051
3179,0.01
3180,0.006
3181,0.025
3182,0.016
3183,0.011
3184,0.001
3185,0.027
3186,0.008
3187,0.008
3188,0.068
3189,0.01
3190,0.004
3191,0.036
3192,0.026
3193,0.002
3194,0.013
3195,0.009
3196,0.047
3197,0.006
3198,0.012
3199,0.018
3200,0.002
3201,0.021
3202,0.021
3203,0.04
3204,0.008
3205,0.008
3206,0.013
3207,0.007
3208,0.033
3209,0.051
3210,0.006
3211,0.004
3212,0.01
3213,0.002
3214,0.06
3215,0.155
3216,0.06
3217,0.089
3218,0.009
3219,0.027
3220,0.028
3221,0.003
3222,0.055
3223,0.033
3224,0.03
3225,0.036
3226,0.017
3227,0.001
3228,0.001
3229,0.038
3230,0.062
3231,0.007
3232,0.007
3233,0.022
3234,0.046
3235,0.008
3236,0.045
3237,0.018
3238,0.03
3239,0.019
3240,0.005
3241,0.002
3242,0.005
3243,0.011
3244,0.024
3245,0.006
3246,0.001
3247,0.066
3248,0.014
3249,0.013
3250,0.167
3251,0.041
3252,0.001
3253,0.03
3254,0.017
3255,0.054
3256,0.144
3257,0.005
3258,0.026
3259,0.064
3260,0.021
3261,0.005
3262,0.005
3263,0.031
3264,0.007
3265,0.04
3266,0.019
3267,0.002
3268,0.036
3269,0.017
3270,0.05
3271,0.04
3272,0.045
3273,0.001
3274,0.009
3275,0.043
3276,0.051
3277,0.04
3278,0.04
3279,0.011
3280,0.009
3281,0.014
3282,0.004
3283,0.009
3284,0.006
3285,0.018
3286,0.002
3287,0.132
3288,0.01
3289,0.023
3290,0.008
3291,0.014
3292,0.003
3293,0.023
3294,0.016
3295,0.044
3296,0.053
3297,0.034
3298,0.024
3299,0.036
3300,0.069
3301,0.052
3302,0.006
3303,0.072
3304,0.04
3305,0.062
3306,0.029
3307,0.008
3308,0.073
3309,0.015
3310,0.044
3311,0.115
3312,0.006
3313,0.018
3314,0.036
3315,0.048
3316,0.029
3317,0.043
3318,0.107
3319,0.015
3320,0.088
3321,0.027
3322,0.002
3323,0.011
3324,0.004
3325,0.009
3326,0.059
3327,0.062
3328,0.006
3329,0.088
3330,0.003
3331,0.003
3332,0.038
3333,0.016
3334,0.01
3335,0.001
3336,0.008
3337,0.02
3338,0.018
3339,0.003
3340,0.017
3341,0.017
3342,0.003
3343,0.162
3344,0.025
3345,0.008
3346,0.003
3347,0.001
3348,0.002
3349,0.101
3350,0.018
3351,0.021
3352,0.001
3353,0.038
3354,0.038
3355,0.023
3356,0.057
3357,0.014
3358,0.006
3359,0.036
3360,0.036
3361,0.108
3362,0.021
3363,0.058
3364,0.039
3365,0.018
3366,0.003
3367,0.025
3368,0.02
3369,0.011
3370,0.007
3371,0.064
3372,0.002
3373,0.015
3374,0.049
3375,0.092
3376,0.021
3377,0.011
3378,0.003
3379,0.004
3380,0.039
3381,0.003
3382,0.136
3383,0.027
3384,0.074
3385,0.013
3386,0.036
3387,0.007
3388,0.025
3389,0.011
3390,0.001
3391,0.007
3392,0.015
3393,0.044
3394,0.02
3395,0.056
3396,0.009
3397,0.006
3398,0.061
3399,0.039
3400,0.017
3401,0.031
3402,0.017
3403,0.017
3404,0.001
3405,0.017
3406,0.022
3407,0.003
3408,0.013
3409,0.018
3410,0.003
3411,0.015
3412,0.001
3413,0.045
3414,0.001
3415,0.007
3416,0.03
3417,0.013
3418,0.04
3419,0.004
3420,0.058
3421,0.012
3422,0.06
3423,0.008
3424,0.066
3425,0.006
3426,0.011
3427,0.002
3428,0.006
3429,0.007
3430,0.001
3431,0.016
3432,0.023
3433,0.003
3434,0.002
3435,0.002
3436,0.054
3437,0.0
3438,0.032
3439,0.03
3440,0.011
3441,0.001
3442,0.013
3443,0.098
3444,0.019
3445,0.018
3446,0.008
3447,0.001
3448,0.014
3449,0.028
3450,0.014
3451,0.003
3452,0.005
3453,0.004
3454,0.005
3455,0.048
3456,0.021
3457,0.009
3458,0.053
3459,0.011
3460,0.003
3461,0.004
3462,0.004
3463,0.005
3464,0.01
3465,0.041
3466,0.011
3467,0.05
3468,0.071
3469,0.021
3470,0.003
3471,0.004
3472,0.018
3473,0.017
3474,0.039
3475,0.005
3476,0.038
3477,0.036
3478,0.085
3479,0.032
3480,0.107
3481,0.009
3482,0.006
3483,0.018
3484,0.036
3485,0.032
3486,0.05
3487,0.078
3488,0.038
3489,0.331
3490,0.021
3491,0.018
3492,0.052
3493,0.048
3494,0.004
3495,0.001
3496,0.006
3497,0.007
3498,0.05
3499,0.016
3500,0.047
3501,0.061
3502,0.002
3503,0.009
3504,0.015
3505,0.003
3506,0.035
3507,0.003
3508,0.003
3509,0.015
3510,0.01
3511,0.029
3512,0.003
3513,0.012
3514,0.044
3515,0.134
3516,0.012
3517,0.011
3518,0.012
3519,0.045
3520,0.051
3521,0.001
3522,0.01
3523,0.068
3524,0.011
3525,0.047
3526,0.025
3527,0.005
3528,0.002
3529,0.001
3530,0.056
3531,0.03
3532,0.001
3533,0.032
3534,0.015
3535,0.1
3536,0.031
3537,0.02
3538,0.028
3539,0.007
3540,0.038
3541,0.079
3542,0.073
3543,0.01
3544,0.002
3545,0.041
3546,0.017
3547,0.022
3548,0.036
3549,0.012
3550,0.052
3551,0.009
3552,0.032
3553,0.016
3554,0.005
3555,0.018
3556,0.019
3557,0.053
3558,0.054
3559,0.009
3560,0.022
3561,0.031
3562,0.021
3563,0.018
3564,0.021
3565,0.022
3566,0.032
3567,0.045
3568,0.006
3569,0.002
3570,0.037
3571,0.002
3572,0.086
3573,0.001
3574,0.005
3575,0.04
3576,0.016
3577,0.008
3578,0.009
3579,0.04
3580,0.064
3581,0.012
3582,0.044
3583,0.269
3584,0.034
3585,0.002
3586,0.015
3587,0.05
3588,0.009
3589,0.002
3590,0.129
3591,0.133
3592,0.031
3593,0.003
3594,0.018
3595,0.022
3596,0.009
3597,0.013
3598,0.157
3599,0.032
3600,0.001
3601,0.01
3602,0.076
3603,0.045
3604,0.002
3605,0.039
3606,0.047
3607,0.106
3608,0.027
3609,0.037
3610,0.028
3611,0.036
3612,0.029
3613,0.012
3614,0.015
3615,0.006
3616,0.005
3617,0.057
3618,0.014
3619,0.026
3620,0.16
3621,0.006
3622,0.021
3623,0.009
3624,0.008
3625,0.031
3626,0.012
3627,0.003
3628,0.024
3629,0.006
3630,0.077
3631,0.011
3632,0.048
3633,0.029
3634,0.005
3635,0.018
3636,0.025
3637,0.03
3638,0.062
3639,0.024
3640,0.126
3641,0.022
3642,0.085
3643,0.004
3644,0.029
3645,0.001
3646,0.019
3647,0.057
3648,0.054
3649,0.054
3650,0.042
3651,0.035
3652,0.023
3653,0.017
3654,0.009
3655,0.016
3656,0.003
3657,0.019
3658,0.018
3659,0.006
3660,0.01
3661,0.041
3662,0.003
3663,0.033
3664,0.026
3665,0.012
3666,0.003
3667,0.002
3668,0.015
3669,0.005
3670,0.055
3671,0.022
3672,0.04
3673,0.058
3674,0.029
3675,0.011
3676,0.005
3677,0.047
3678,0.012
3679,0.008
3680,0.098
3681,0.028
3682,0.039
3683,0.035
3684,0.046
3685,0.062
3686,0.019
3687,0.021
3688,0.028
3689,0.012
3690,0.009
3691,0.002
3692,0.001
3693,0.073
3694,0.006
3695,0.002
3696,0.018
3697,0.052
3698,0.005
3699,0.023
3700,0.034
3701,0.053
3702,0.011
3703,0.06
3704,0.085
3705,0.021
3706,0.146
3707,0.016
3708,0.005
3709,0.062
3710,0.075
3711,0.008
3712,0.069
3713,0.008
3714,0.009
3715,0.007
3716,0.036
3717,0.033
3718,0.027
3719,0.102
3720,0.007
3721,0.022
3722,0.014
3723,0.001
3724,0.003
3725,0.014
3726,0.008
3727,0.003
3728,0.002
3729,0.011
3730,0.076
3731,0.007
3732,0.076
3733,0.069
3734,0.05
3735,0.046
3736,0.004
3737,0.034
3738,0.062
3739,0.005
3740,0.082
3741,0.018
3742,0.002
3743,0.011
3744,0.144
3745,0.004
3746,0.062
3747,0.072
3748,0.011
3749,0.025
3750,0.004
3751,0.027
3752,0.021
3753,0.048
3754,0.004
3755,0.005
3756,0.002
3757,0.039
3758,0.001
3759,0.006
3760,0.051
3761,0.021
3762,0.001
3763,0.202
3764,0.054
3765,0.009
3766,0.029
3767,0.005
3768,0.005
3769,0.024
3770,0.002
3771,0.002
3772,0.025
3773,0.016
3774,0.028
3775,0.116
3776,0.034
3777,0.002
3778,0.011
3779,0.024
3780,0.004
3781,0.002
3782,0.007
3783,0.201
3784,0.037
3785,0.076
3786,0.008
3787,0.003
3788,0.011
3789,0.007
3790,0.036
3791,0.011
3792,0.014
3793,0.02
3794,0.01
3795,0.044
3796,0.029
3797,0.007
3798,0.02
3799,0.006
3800,0.002
3801,0.019
3802,0.021
3803,0.06
3804,0.01
3805,0.013
3806,0.0
3807,0.003
3808,0.054
3809,0.024
3810,0.001
3811,0.033
3812,0.052
3813,0.002
3814,0.118
3815,0.018
3816,0.012
3817,0.015
3818,0.008
3819,0.036
3820,0.007
3821,0.026
3822,0.015
3823,0.117
3824,0.041
3825,0.005
3826,0.018
3827,0.015
3828,0.02
3829,0.036
3830,0.019
3831,0.017
3832,0.002
3833,0.062
3834,0.001
3835,0.038
3836,0.004
3837,0.004
3838,0.055
3839,0.019
3840,0.007
3841,0.029
3842,0.004
3843,0.077
3844,0.002
3845,0.007
3846,0.037
3847,0.018
3848,0.02
3849,0.013
3850,0.005
3851,0.026
3852,0.003
3853,0.003
3854,0.161
3855,0.05
3856,0.053
3857,0.012
3858,0.021
3859,0.066
3860,0.069
3861,0.037
3862,0.003
3863,0.024
3864,0.006
3865,0.057
3866,0.071
3867,0.041
3868,0.008
3869,0.004
3870,0.106
3871,0.004
3872,0.013
3873,0.059
3874,0.024
3875,0.076
3876,0.01
3877,0.02
3878,0.054
3879,0.001
3880,0.003
3881,0.049
3882,0.077
3883,0.079
3884,0.008
3885,0.033
3886,0.021
3887,0.005
3888,0.012
3889,0.024
3890,0.021
3891,0.042
3892,0.044
3893,0.01
3894,0.066
3895,0.067
3896,0.006
3897,0.041
3898,0.071
3899,0.054
3900,0.018
3901,0.022
3902,0.063
3903,0.022
3904,0.001
3905,0.031
3906,0.013
3907,0.031
3908,0.035
3909,0.031
3910,0.015
3911,0.058
3912,0.012
3913,0.062
3914,0.037
3915,0.004
3916,0.018
3917,0.05
3918,0.096
3919,0.042
3920,0.016
3921,0.018
3922,0.053
3923,0.024
3924,0.002
3925,0.005
3926,0.015
3927,0.104
3928,0.026
3929,0.06
3930,0.032
3931,0.002
3932,0.06
3933,0.015
3934,0.004
3935,0.011
3936,0.09
3937,0.017
3938,0.071
3939,0.057
3940,0.029
3941,0.015
3942,0.051
3943,0.002
3944,0.01
3945,0.202
3946,0.06
3947,0.013
3948,0.006
3949,0.01
3950,0.015
3951,0.011
3952,0.019
3953,0.025
3954,0.008
3955,0.014
3956,0.051
3957,0.012
3958,0.002
3959,0.005
3960,0.006
3961,0.097
3962,0.008
3963,0.005
3964,0.003
3965,0.035
3966,0.052
3967,0.001
3968,0.033
3969,0.011
3970,0.024
3971,0.036
3972,0.004
3973,0.004
3974,0.017
3975,0.087
3976,0.022
3977,0.028
3978,0.003
3979,0.003
3980,0.01
3981,0.065
3982,0.004
3983,0.008
3984,0.025
3985,0.004
3986,0.029
3987,0.063
3988,0.004
3989,0.004
3990,0.013
3991,0.081
3992,0.006
3993,0.014
3994,0.013
3995,0.032
3996,0.01
3997,0.01
3998,0.017
3999,0.013
4000,0.003
4001,0.003
4002,0.026
4003,0.035
4004,0.002
4005,0.02
4006,0.002
4007,0.029
4008,0.005
4009,0.023
4010,0.103
4011,0.038
4012,0.023
4013,0.026
4014,0.003
4015,0.068
4016,0.281
4017,0.037
4018,0.008
4019,0.004
4020,0.041
4021,0.068
4022,0.002
4023,0.031
4024,0.013
4025,0.029
4026,0.013
4027,0.018
4028,0.001
4029,0.002
4030,0.004
4031,0.057
4032,0.003
4033,0.01
4034,0.008
4035,0.005
4036,0.052
4037,0.008
4038,0.019
4039,0.024
4040,0.065
4041,0.004
4042,0.002
4043,0.014
4044,0.023
4045,0.008
4046,0.005
4047,0.018
4048,0.001
4049,0.004
4050,0.005
4051,0.014
4052,0.031
4053,0.013
4054,0.012
4055,0.003
4056,0.038
4057,0.018
4058,0.012
4059,0.014
4060,0.001
4061,0.013
4062,0.012
4063,0.013
4064,0.003
4065,0.001
4066,0.013
4067,0.073
4068,0.051
4069,0.002
4070,0.007
4071,0.042
4072,0.004
4073,0.008
4074,0.028
4075,0.08
4076,0.053
4077,0.02
4078,0.045
4079,0.026
4080,0.015
4081,0.011
4082,0.018
4083,0.042
4084,0.016
4085,0.01
4086,0.106
4087,0.004
4088,0.003
4089,0.004
4090,0.218
4091,0.004
4092,0.042
4093,0.063
4094,0.036
4095,0.015
4096,0.004
4097,0.002
4098,0.002
4099,0.02
4100,0.022
4101,0.06
4102,0.003
4103,0.019
4104,0.025
4105,0.106
4106,0.03
4107,0.002
4108,0.04
4109,0.007
4110,0.006
4111,0.004
4112,0.001
4113,0.035
4114,0.022
4115,0.017
4116,0.067
4117,0.026
4118,0.04
4119,0.003
4120,0.007
4121,0.016
4122,0.004
4123,0.016
4124,0.021
4125,0.057
4126,0.005
4127,0.009
4128,0.023
4129,0.014
4130,0.019
4131,0.019
4132,0.032
4133,0.029
4134,0.008
4135,0.022
4136,0.01
4137,0.04
